Parameters;Precisao;Revocacao;F1-Score;Tempo
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9790;0.9075;0.9419;0.7344
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9784;0.9145;0.9454;0.9348
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9785;0.9150;0.9457;0.9418
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9784;0.9150;0.9456;0.9879
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9784;0.9153;0.9458;1.0059
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9790;0.9140;0.9454;1.0685
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9807;0.9105;0.9443;1.1446
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9845;0.9032;0.9421;1.2952
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9855;0.8955;0.9383;1.4180
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9862;0.8858;0.9333;1.5904
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9874;0.8780;0.9295;1.7067
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9888;0.8688;0.9249;1.8440
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9903;0.8618;0.9216;2.0349
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9914;0.8495;0.9150;2.1619
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9952;0.7555;0.8589;3.8986
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9968;0.6522;0.7885;5.5184
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9976;0.5535;0.7120;7.0999
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9978;0.4560;0.6260;8.7343
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9980;0.3580;0.5270;10.2366
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9981;0.2427;0.3905;11.7876
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9981;0.1465;0.2555;13.0621
Gender_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9978;0.0673;0.1260;14.4250
