Parameters;Precisao;Revocacao;F1-Score;Tempo
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9785;0.9287;0.9530;0.7274
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9774;0.9350;0.9557;0.9699
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9774;0.9360;0.9563;1.0242
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9774;0.9363;0.9564;1.0577
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9774;0.9363;0.9564;1.0700
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9779;0.9360;0.9565;1.1122
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9792;0.9315;0.9548;1.2013
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9812;0.9243;0.9519;1.2895
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9828;0.9173;0.9489;1.4562
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9836;0.9143;0.9476;1.5662
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9845;0.9073;0.9443;1.6814
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9859;0.8982;0.9400;1.8551
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9868;0.8885;0.9351;2.0037
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9877;0.8818;0.9317;2.1644
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9963;0.7963;0.8851;3.8115
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9986;0.6837;0.8117;5.4355
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9991;0.5873;0.7397;7.0597
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9994;0.4888;0.6565;8.5419
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9994;0.3977;0.5690;10.0255
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9995;0.2925;0.4525;11.4930
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9995;0.1970;0.3292;12.9285
Diet_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0980;0.1785;14.3060
