Parameters;Precisao;Revocacao;F1-Score;Tempo
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9642;0.9347;0.9492;0.7199
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9624;0.9380;0.9500;0.8614
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9623;0.9375;0.9498;0.8875
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9623;0.9383;0.9501;0.9427
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9623;0.9383;0.9501;0.9595
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9629;0.9373;0.9499;1.0165
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9646;0.9327;0.9484;1.0931
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9673;0.9277;0.9471;1.1913
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9704;0.9197;0.9444;1.3355
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9735;0.9113;0.9414;1.5012
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9760;0.9012;0.9371;1.6849
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9787;0.8930;0.9339;1.8461
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9808;0.8822;0.9289;2.0129
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9822;0.8720;0.9238;2.1430
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9903;0.7635;0.8623;3.8251
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9930;0.6623;0.7946;5.4332
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9947;0.5420;0.7017;7.0771
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9956;0.4495;0.6194;8.6050
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9965;0.3578;0.5265;10.0727
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9975;0.2727;0.4284;11.6103
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9979;0.1913;0.3210;12.9313
Hospital_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9990;0.1017;0.1847;14.3562
