Parameters;Precisao;Revocacao;F1-Score;Tempo
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9453;0.9200;0.9325;0.7425
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9443;0.9303;0.9372;0.9652
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9444;0.9300;0.9371;0.9780
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9443;0.9300;0.9371;0.9972
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9443;0.9300;0.9371;1.0136
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9443;0.9297;0.9370;1.0471
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9471;0.9280;0.9374;1.1413
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9514;0.9195;0.9352;1.2954
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9542;0.9073;0.9301;1.4455
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9572;0.9008;0.9281;1.6062
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9600;0.8920;0.9248;1.7172
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9627;0.8835;0.9214;1.8900
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9649;0.8670;0.9133;2.0698
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9674;0.8550;0.9077;2.2228
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9772;0.7585;0.8541;3.8835
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9806;0.6583;0.7877;5.4975
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9819;0.5535;0.7079;7.0727
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9826;0.4575;0.6243;8.6084
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9807;0.3583;0.5248;10.1607
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9791;0.2615;0.4127;11.4728
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9775;0.1735;0.2947;12.8964
Economy_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9706;0.0930;0.1698;14.3290
