Parameters;Precisao;Revocacao;F1-Score;Tempo
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9730;0.9215;0.9466;0.6847
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9720;0.9275;0.9492;0.8395
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9720;0.9275;0.9492;0.8733
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9720;0.9277;0.9493;0.9159
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9720;0.9277;0.9493;0.9251
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9725;0.9247;0.9480;0.9611
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9756;0.9163;0.9450;1.0901
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9788;0.9070;0.9415;1.2145
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9819;0.8980;0.9381;1.4204
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9858;0.8818;0.9309;1.5736
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9878;0.8675;0.9238;1.8117
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9888;0.8595;0.9196;2.0323
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9899;0.8505;0.9149;2.2082
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9909;0.8450;0.9121;2.3136
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9953;0.7578;0.8604;3.8216
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9974;0.6512;0.7880;5.5354
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9984;0.5677;0.7239;7.1639
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9989;0.4888;0.6564;8.7939
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9995;0.4032;0.5746;10.1283
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9998;0.2963;0.4571;11.5544
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9999;0.2055;0.3409;12.9800
Poverty_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0958;0.1748;14.3118
