Parameters;Precisao;Revocacao;F1-Score;Tempo
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,0001_scale;0.9669;0.9184;0.9420;0.6751
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,0005_scale;0.9654;0.9227;0.9435;0.8385
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,001_scale;0.9652;0.9227;0.9435;0.8577
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,005_scale;0.9653;0.9227;0.9435;0.8799
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,01_scale;0.9653;0.9227;0.9435;0.8930
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,02_scale;0.9657;0.9216;0.9431;0.9234
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,03_scale;0.9678;0.9205;0.9436;0.9853
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,04_scale;0.9722;0.9133;0.9418;1.0618
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,05_scale;0.9764;0.9069;0.9403;1.1421
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,06_scale;0.9790;0.8994;0.9375;1.3407
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,07_scale;0.9807;0.8909;0.9336;1.5022
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,08_scale;0.9827;0.8828;0.9301;1.6087
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,09_scale;0.9839;0.8761;0.9269;1.7978
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,1_scale;0.9850;0.8689;0.9233;1.8937
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,2_scale;0.9929;0.7512;0.8553;3.3001
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,3_scale;0.9953;0.6388;0.7782;4.7191
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,4_scale;0.9972;0.5281;0.6905;6.2024
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,5_scale;0.9982;0.4302;0.6012;7.5605
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,6_scale;0.9994;0.3309;0.4972;8.8848
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,7_scale;0.9996;0.2322;0.3769;10.1692
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,8_scale;0.9998;0.1431;0.2504;11.4415
Bullying_DistilBERTML_1868_5606_OCSVM_RBF_0,9_scale;0.9996;0.0642;0.1207;12.5595
