Parameters;Precisao;Revocacao;F1-Score;Tempo
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5825;0.9985;0.7351;0.0042
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5827;0.9990;0.7354;0.0040
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5829;0.9991;0.7356;0.0042
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8977;0.9934;0.9429;0.0070
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9556;0.9826;0.9689;0.0098
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9801;0.9708;0.9754;0.0164
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9871;0.9593;0.9730;0.0222
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9903;0.9481;0.9687;0.0287
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9931;0.9371;0.9643;0.0359
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9948;0.9266;0.9594;0.0453
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9959;0.9166;0.9546;0.0481
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9965;0.9066;0.9494;0.0539
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9968;0.8969;0.9442;0.0583
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9973;0.8878;0.9393;0.0707
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9988;0.7883;0.8811;0.1277
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9990;0.6783;0.8079;0.1888
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9991;0.5728;0.7281;0.2444
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9992;0.4704;0.6396;0.2989
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9992;0.3716;0.5416;0.3757
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9992;0.2752;0.4312;0.4160
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9992;0.1824;0.3082;0.4620
Ethics_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9995;0.0912;0.1670;0.4942
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.6089;0.9988;0.7551;0.0046
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.6072;0.9987;0.7539;0.0047
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.6079;0.9987;0.7544;0.0046
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8857;0.9920;0.9346;0.0073
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9379;0.9837;0.9593;0.0101
Ethics_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9657;0.9692;0.9669;0.0160
