Parameters;Precisao;Revocacao;F1-Score;Tempo
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9389;0.9050;0.9216;0.7353
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9365;0.9110;0.9236;1.0071
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9366;0.9115;0.9239;1.0585
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9367;0.9117;0.9240;1.0891
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9366;0.9115;0.9239;1.1184
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9370;0.9100;0.9233;1.1712
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9386;0.9065;0.9223;1.2237
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9413;0.8972;0.9188;1.3114
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9434;0.8880;0.9149;1.5204
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9452;0.8805;0.9117;1.6526
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9473;0.8720;0.9081;1.7862
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9496;0.8628;0.9041;1.9501
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9523;0.8568;0.9020;2.1293
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9541;0.8488;0.8983;2.2870
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9704;0.7582;0.8513;3.8019
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9793;0.6570;0.7864;5.4424
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9863;0.5730;0.7248;7.0178
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9908;0.4750;0.6421;8.5855
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9937;0.3890;0.5591;10.1099
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9972;0.3085;0.4712;11.5542
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9982;0.2313;0.3755;13.0369
Medicine_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9992;0.1263;0.2242;14.5600
