Parameters;Precisao;Revocacao;F1-Score;Tempo
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5303;0.9956;0.6920;0.0050
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5307;0.9959;0.6923;0.0054
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5305;0.9960;0.6922;0.0047
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7751;0.9920;0.8685;0.0071
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9398;0.9848;0.9616;0.0105
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9824;0.9703;0.9763;0.0168
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9899;0.9575;0.9735;0.0225
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9917;0.9453;0.9679;0.0285
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9936;0.9332;0.9624;0.0359
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9945;0.9244;0.9582;0.0449
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9952;0.9138;0.9527;0.0496
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9958;0.9025;0.9469;0.0540
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9961;0.8923;0.9413;0.0592
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9967;0.8816;0.9356;0.0705
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9982;0.7711;0.8701;0.1303
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9986;0.6634;0.7972;0.1925
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9986;0.5625;0.7196;0.2480
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9987;0.4689;0.6381;0.3047
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9988;0.3735;0.5435;0.3742
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9988;0.2815;0.4391;0.4196
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9987;0.1915;0.3212;0.4675
Poverty_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9984;0.1001;0.1818;0.4985
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5382;0.9963;0.6987;0.0044
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5381;0.9967;0.6987;0.0042
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5380;0.9967;0.6986;0.0039
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8225;0.9919;0.8986;0.0068
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9523;0.9840;0.9678;0.0099
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9828;0.9693;0.9760;0.0160
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9897;0.9572;0.9732;0.0228
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9917;0.9459;0.9682;0.0291
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9935;0.9339;0.9627;0.0349
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9948;0.9235;0.9578;0.0437
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9956;0.9118;0.9518;0.0500
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9960;0.9009;0.9461;0.0537
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9964;0.8900;0.9402;0.0621
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9968;0.8784;0.9339;0.0696
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9982;0.7665;0.8671;0.1304
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9987;0.6636;0.7973;0.1864
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9989;0.5627;0.7198;0.2474
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9989;0.4662;0.6357;0.2989
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9990;0.3719;0.5420;0.3713
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9988;0.2827;0.4405;0.4174
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9984;0.1918;0.3216;0.4601
Poverty_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9983;0.0939;0.1715;0.4927
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5892;0.9956;0.7391;0.0045
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5904;0.9958;0.7400;0.0043
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5900;0.9958;0.7397;0.0043
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8230;0.9904;0.8964;0.0067
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9097;0.9825;0.9414;0.0100
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9517;0.9694;0.9577;0.0159
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9628;0.9567;0.9577;0.0226
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9685;0.9452;0.9551;0.0297
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9713;0.9345;0.9512;0.0358
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9731;0.9226;0.9458;0.0450
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9755;0.9129;0.9420;0.0494
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9766;0.9028;0.9371;0.0538
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9784;0.8911;0.9317;0.0585
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9799;0.8797;0.9262;0.0688
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9858;0.7728;0.8656;0.1276
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9898;0.6632;0.7935;0.1895
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9919;0.5662;0.7203;0.2470
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9932;0.4709;0.6386;0.3000
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9941;0.3780;0.5475;0.3669
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9948;0.2830;0.4405;0.4189
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9955;0.1905;0.3197;0.4576
Poverty_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9964;0.0979;0.1782;0.4810
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5440;0.9956;0.7017;0.0060
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5401;0.9959;0.6992;0.0054
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5374;0.9960;0.6972;0.0052
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.7266;0.9924;0.8369;0.0075
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.9013;0.9846;0.9399;0.0107
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9750;0.9722;0.9736;0.0167
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9860;0.9603;0.9729;0.0253
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9905;0.9498;0.9698;0.0289
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9923;0.9400;0.9655;0.0370
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9934;0.9307;0.9610;0.0472
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9945;0.9198;0.9556;0.0478
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9952;0.9087;0.9500;0.0540
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9957;0.8984;0.9446;0.0600
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9960;0.8880;0.9389;0.0724
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9978;0.7808;0.8760;0.1288
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9984;0.6706;0.8023;0.1931
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9988;0.5711;0.7266;0.2475
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9989;0.4756;0.6443;0.3065
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9988;0.3795;0.5498;0.3725
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9987;0.2839;0.4419;0.4146
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9988;0.1898;0.3188;0.4590
Poverty_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9992;0.0911;0.1668;0.4968
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.5397;0.9945;0.6992;0.0049
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.5389;0.9951;0.6987;0.0044
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.5385;0.9955;0.6985;0.0044
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.7992;0.9918;0.8842;0.0068
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9338;0.9841;0.9568;0.0100
Poverty_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9730;0.9724;0.9725;0.0168
