Parameters;Precisao;Revocacao;F1-Score;Tempo
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,0001_scale;0.5771;0.9963;0.7246;0.0058
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,0005_scale;0.5750;0.9972;0.7240;0.0052
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,001_scale;0.5760;0.9974;0.7246;0.0053
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,005_scale;0.9553;0.9940;0.9740;0.0074
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,01_scale;0.9769;0.9910;0.9839;0.0105
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,02_scale;0.9847;0.9849;0.9848;0.0163
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,03_scale;0.9877;0.9779;0.9828;0.0221
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,04_scale;0.9893;0.9710;0.9801;0.0280
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,05_scale;0.9905;0.9636;0.9769;0.0348
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,06_scale;0.9914;0.9568;0.9737;0.0418
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,07_scale;0.9921;0.9477;0.9694;0.0471
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,08_scale;0.9929;0.9374;0.9643;0.0515
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,09_scale;0.9932;0.9292;0.9601;0.0568
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,1_scale;0.9934;0.9191;0.9548;0.0669
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,2_scale;0.9958;0.8291;0.9047;0.1229
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,3_scale;0.9965;0.7351;0.8459;0.1836
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,4_scale;0.9969;0.6423;0.7810;0.2363
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,5_scale;0.9974;0.5452;0.7049;0.2937
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,6_scale;0.9982;0.4402;0.6108;0.3529
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,7_scale;0.9985;0.3355;0.5019;0.3993
Vaccines_VAE_1968_5906_8_OCSVM_RBF_0,8_scale;0.9986;0.2258;0.3680;0.4429
