Parameters;Precisao;Revocacao;F1-Score;Tempo
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.8048;0.9984;0.8890;0.0042
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.8059;0.9984;0.8897;0.0041
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.8059;0.9984;0.8897;0.0043
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8637;0.9962;0.9218;0.0071
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9340;0.9924;0.9604;0.0101
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9789;0.9851;0.9819;0.0162
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9876;0.9766;0.9820;0.0218
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9903;0.9692;0.9796;0.0281
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9926;0.9602;0.9761;0.0338
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9936;0.9506;0.9716;0.0432
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9946;0.9422;0.9677;0.0499
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9952;0.9327;0.9629;0.0545
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9956;0.9230;0.9579;0.0588
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9960;0.9113;0.9518;0.0683
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9980;0.8069;0.8923;0.1279
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9984;0.7040;0.8257;0.1891
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9989;0.6045;0.7531;0.2448
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9989;0.5060;0.6717;0.3016
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9993;0.4081;0.5794;0.3680
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9995;0.3080;0.4708;0.4128
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9996;0.2078;0.3440;0.4564
Unemployment_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9993;0.1054;0.1906;0.4921
