Parameters;Precisao;Revocacao;F1-Score;Tempo
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,0001_scale;0.5326;0.9972;0.6941;0.0046
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,0005_scale;0.5318;0.9980;0.6937;0.0040
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,001_scale;0.5315;0.9979;0.6934;0.0044
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,005_scale;0.5888;0.9943;0.7395;0.0061
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,01_scale;0.6258;0.9899;0.7666;0.0086
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,02_scale;0.6785;0.9789;0.8011;0.0140
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,03_scale;0.7191;0.9648;0.8237;0.0183
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,04_scale;0.7437;0.9530;0.8351;0.0231
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,05_scale;0.7621;0.9418;0.8421;0.0282
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,06_scale;0.7767;0.9299;0.8461;0.0334
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,07_scale;0.7874;0.9195;0.8481;0.0434
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,08_scale;0.7967;0.9081;0.8484;0.0430
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,09_scale;0.8068;0.8954;0.8485;0.0495
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,1_scale;0.8142;0.8839;0.8473;0.0533
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,2_scale;0.8574;0.7678;0.8097;0.1096
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,3_scale;0.8802;0.6604;0.7540;0.1494
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,4_scale;0.8932;0.5535;0.6829;0.1969
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,5_scale;0.9031;0.4528;0.6027;0.2404
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,6_scale;0.9070;0.3592;0.5142;0.2900
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,7_scale;0.9109;0.2716;0.4181;0.3339
Bribery_VAE_1783_5350_9_OCSVM_RBF_0,8_scale;0.9096;0.1837;0.3054;0.3641
