Parameters;Precisao;Revocacao;F1-Score;Tempo
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.8868;0.9273;0.9066;0.7126
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.8826;0.9353;0.9081;0.8926
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.8828;0.9355;0.9084;0.9330
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.8825;0.9347;0.9079;0.9620
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.8826;0.9347;0.9079;0.9885
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.8838;0.9337;0.9081;1.0270
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.8872;0.9325;0.9093;1.1357
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.8908;0.9275;0.9088;1.2622
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.8932;0.9193;0.9061;1.3966
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.8963;0.9105;0.9033;1.5567
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9009;0.9040;0.9024;1.7132
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9039;0.8960;0.8999;1.8418
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9063;0.8895;0.8978;2.0274
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9092;0.8820;0.8954;2.1456
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9360;0.8023;0.8640;3.8630
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9484;0.7183;0.8174;5.4678
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9568;0.6078;0.7433;7.0410
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9629;0.5015;0.6595;8.5653
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9684;0.4025;0.5687;10.1424
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9741;0.3035;0.4628;11.7056
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9773;0.2023;0.3351;12.9813
Crime_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9843;0.1045;0.1890;14.5088
