Parameters;Precisao;Revocacao;F1-Score;Tempo
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5279;0.9994;0.6908;0.0043
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5279;0.9994;0.6908;0.0039
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5279;0.9994;0.6908;0.0040
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7475;0.9889;0.8509;0.0066
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8577;0.9800;0.9144;0.0103
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9117;0.9602;0.9351;0.0162
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9257;0.9476;0.9363;0.0231
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9335;0.9364;0.9348;0.0280
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9399;0.9271;0.9333;0.0339
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9444;0.9171;0.9304;0.0453
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9480;0.9069;0.9268;0.0483
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9507;0.8971;0.9230;0.0547
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9533;0.8885;0.9196;0.0587
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9554;0.8785;0.9152;0.0674
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9692;0.7863;0.8681;0.1308
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9745;0.6911;0.8085;0.1903
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9771;0.5873;0.7334;0.2429
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9796;0.4884;0.6515;0.2968
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9811;0.3857;0.5535;0.3692
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9826;0.2910;0.4488;0.4136
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9852;0.1995;0.3317;0.4508
Epidemic_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9841;0.1033;0.1869;0.4857
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5930;0.9976;0.7428;0.0047
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5938;0.9976;0.7434;0.0048
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5935;0.9977;0.7431;0.0050
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7610;0.9896;0.8596;0.0071
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8636;0.9787;0.9172;0.0101
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9117;0.9612;0.9356;0.0173
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9330;0.9458;0.9393;0.0231
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9413;0.9349;0.9381;0.0287
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9477;0.9235;0.9355;0.0348
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9512;0.9147;0.9325;0.0420
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9535;0.9040;0.9280;0.0519
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9563;0.8941;0.9241;0.0525
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9581;0.8837;0.9194;0.0595
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9600;0.8745;0.9152;0.0687
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9718;0.7788;0.8646;0.1272
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9768;0.6811;0.8024;0.1890
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9796;0.5864;0.7335;0.2433
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9812;0.4834;0.6474;0.2992
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9822;0.3871;0.5552;0.3637
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9838;0.2943;0.4530;0.4101
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9851;0.1977;0.3293;0.4521
Epidemic_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9853;0.0964;0.1756;0.4818
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5450;0.9949;0.7023;0.0055
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5455;0.9949;0.7029;0.0047
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5435;0.9951;0.7015;0.0049
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.7192;0.9884;0.8314;0.0078
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.8315;0.9804;0.8997;0.0114
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.8868;0.9670;0.9251;0.0176
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9103;0.9561;0.9325;0.0244
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9246;0.9472;0.9357;0.0312
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9339;0.9371;0.9355;0.0397
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9387;0.9283;0.9334;0.0472
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9436;0.9185;0.9309;0.0517
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9473;0.9102;0.9284;0.0599
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9499;0.8999;0.9242;0.0637
Epidemic_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9527;0.8902;0.9204;0.0725
